query,entrezgene,name,symbol,alias,taxid,RGD
NCKAP5,363974,NCK-associated protein 5,Nckap5,"Nap5, RGD1564507",10116,RGD:1564507
GRIP1,83724,nuclear receptor coactivator 2,Ncoa2,"GRIP-1, Grip1, Tif2",10116,RGD:620108
NCOR2,360801,nuclear receptor co-repressor 2,Ncor2,,10116,RGD:1310293
NCS1,65153,neuronal calcium sensor 1,Ncs1,Freq,10116,RGD:68417
NDE1,83836,nudE neurodevelopment protein 1,Nde1,Nude,10116,RGD:620038
NDEL1,170845,nudE neurodevelopment protein 1-like 1,Ndel1,"EOPA, NUDE2, Nudel",10116,RGD:621235
NDP,363443,norrin cystine knot growth factor NDP,Ndp,"Ndph, RGD1563968",10116,RGD:1563968
NDST3,295430,N-deacetylase and N-sulfotransferase 3,Ndst3,,10116,RGD:1310960
NDUFS1,301458,NADH:ubiquinone oxidoreductase core subunit S1,Ndufs1,,10116,RGD:1359670
NDUFS7,362837,NADH:ubiquinone oxidoreductase core subunit S7,Ndufs7,,10116,RGD:1310013
NDUFV1,293655,NADH:ubiquinone oxidoreductase core subunit V1,Ndufv1,,10116,RGD:1359247
NDUFV2,81728,NADH:ubiquinone oxidoreductase core subunit V2,Ndufv2,,10116,RGD:621733
NDUFV3,64539,NADH:ubiquinone oxidoreductase subunit V3,Ndufv3,"Mipp65, Ndufv3l",10116,RGD:621020
NEDD4,25489,NEDD4 E3 ubiquitin protein ligase,Nedd4,Nedd4a,10116,RGD:3157
NEFL,83613,neurofilament light chain,Nefl,"NF-L, NF68, Nfl",10116,RGD:621458
NEFM,24588,neurofilament medium chain,Nefm,"Nef3, Nfm",10116,RGD:3160
NEK4,306252,NIMA-related kinase 4,Nek4,,10116,RGD:1304995
NELL1,81733,neural EGFL like 1,Nell1,,10116,RGD:620998
NEUROD2,54276,neuronal differentiation 2,Neurod2,,10116,RGD:3166
NEUROG1,29410,neurogenin 1,Neurog1,"Neurod3, Ngn1",10116,RGD:3167
NFASC,116690,neurofascin,Nfasc,NF,10116,RGD:620911
NFIX,81524,nuclear factor I X,Nfix,Nf1x,10116,RGD:69080
NFKB1,81736,nuclear factor kappa B subunit 1,Nfkb1,"EBP-1, NF-kB",10116,RGD:70498
NGF,310738,nerve growth factor,Ngf,"Ngfb, beta-NGF",10116,RGD:1598328
NGFR,24596,nerve growth factor receptor,Ngfr,"LNGFR, RNNGFRR, Tnfrsf16, p75, p75NTR",10116,RGD:3177
NKAIN1,500557,Sodium/potassium transporting ATPase interacting 1,Nkain1,RGD1561205,10116,RGD:1561205
NKAIN2,102551716,sodium/potassium transporting ATPase interacting 2,Nkain2,,10116,RGD:7740967
NLGN1,116647,neuroligin 1,Nlgn1,,10116,RGD:621117
NLGN2,117096,neuroligin 2,Nlgn2,,10116,RGD:621118
NMUR2,64042,neuromedin U receptor 2,Nmur2,"FM-4, Nmu2r",10116,RGD:621155
NNMT,300691,nicotinamide N-methyltransferase,Nnmt,,10116,RGD:1309606
NOD2,291912,nucleotide-binding oligomerization domain containing 2,Nod2,Card15,10116,RGD:1306368
ARC,85383,nucleolar protein 3,Nol3,Arc,10116,RGD:708558
NOS1,24598,nitric oxide synthase 1,Nos1,bNOS,10116,RGD:3184
NOS1AP,192363,nitric oxide synthase 1 adaptor protein,Nos1ap,Capon,10116,RGD:620106
NOS3,24600,nitric oxide synthase 3,Nos3,eNos,10116,RGD:3186
NOTCH4,406162,notch receptor 4,Notch4,,10116,RGD:1303282
NPAS1,308387,neuronal PAS domain protein 1,Npas1,,10116,RGD:1310040
NPAS2,316351,neuronal PAS domain protein 2,Npas2,,10116,RGD:1309681
NPAS3,299016,neuronal PAS domain protein 3,Npas3,,10116,RGD:1307181
NPAS4,266734,neuronal PAS domain protein 4,Npas4,Nxf,10116,RGD:628866
NPR1,24603,natriuretic peptide receptor 1,Npr1,"Anpra, Gca, NPR-A, Npra",10116,RGD:3195
NPS,100360071,neuropeptide S,Nps,,10116,RGD:2324597
NPSR1,300458,neuropeptide S receptor 1,Npsr1,RGD1564154,10116,RGD:1564154
NPTN,56064,neuroplastin,Nptn,"SDR-1, Sdfr1",10116,RGD:620296
NPY,24604,neuropeptide Y,Npy,"NPY02, RATNPY, RATNPY02",10116,RGD:3197
NPY1R,29358,neuropeptide Y receptor Y1,Npy1r,NPY-1,10116,RGD:3198
NPY2R,66024,neuropeptide Y receptor Y2,Npy2r,,10116,RGD:620475
NPY5R,25340,neuropeptide Y receptor Y5,Npy5r,NPYR5,10116,RGD:3199
NQO1,24314,NAD(P)H quinone dehydrogenase 1,Nqo1,Dia4,10116,RGD:2503
NQO2,291084,N-ribosyldihydronicotinamide:quinone reductase 2,Nqo2,,10116,RGD:1303320
NR1D1,252917,"nuclear receptor subfamily 1, group D, member 1",Nr1d1,REV-ERBAALPHA,10116,RGD:628827
NR2E1,684085,"nuclear receptor subfamily 2, group E, member 1",Nr2e1,TLX,10116,RGD:1595162
NR3C1,24413,"nuclear receptor subfamily 3, group C, member 1",Nr3c1,"GR, Gcr, Grl",10116,RGD:2741
NR3C2,25672,"nuclear receptor subfamily 3, group C, member 2",Nr3c2,"MCR, Mlr",10116,RGD:3094
NR4A2,54278,"nuclear receptor subfamily 4, group A, member 2",Nr4a2,"Nurr1, RNR1",10116,RGD:3202
NRD1,25499,nardilysin convertase,Nrdc,Nrd1,10116,RGD:3210
NRG1,112400,neuregulin 1,Nrg1,,10116,RGD:621341
NRG3,498596,neuregulin 3,Nrg3,RGD1559678,10116,RGD:1559678
NRGN,64356,neurogranin,Nrgn,"BICKS, RC3",10116,RGD:61833
NRN1,83834,neuritin 1,Nrn1,Nrn,10116,RGD:621586
NRTN,84423,neurturin,Nrtn,,10116,RGD:621494
NRXN1,60391,neurexin 1,Nrxn1,Nrxn1b,10116,RGD:628659
NRXN2,116595,neurexin 2,Nrxn2,,10116,RGD:620211
NRXN3,116508,neurexin 3,Nrxn3,,10116,RGD:620212
NSF,60355,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",Nsf,,10116,RGD:621594
NTF3,81737,neurotrophin 3,Ntf3,,10116,RGD:619728
NTF4,25730,neurotrophin 4,Ntf4,"NT4P, Ntf5",10116,RGD:3212
NTM,50864,neurotrimin,Ntm,"Hnt, RNU16845",10116,RGD:620958
NTNG2,311836,netrin G2,Ntng2,,10116,RGD:1307089
NTRK2,25054,neurotrophic receptor tyrosine kinase 2,Ntrk2,"RATTRKB1, TRKB1, Tkrb, trk-B, trkB",10116,RGD:3213
NTRK3,29613,neurotrophic receptor tyrosine kinase 3,Ntrk3,trkC,10116,RGD:3214
NTS,299757,neurotensin,Nts,,10116,RGD:621612
NTSR1,366274,neurotensin receptor 1,Ntsr1,Ntsr,10116,RGD:1306076
NUFIP2,681371,nuclear FMR1 interacting protein 2,Nufip2,,10116,RGD:1596719
NUMBL,292732,"NUMB-like, endocytic adaptor protein",Numbl,,10116,RGD:1307579
OAS2,363938,2'-5' oligoadenylate synthetase 2,Oas2,,10116,RGD:1359697
OFCC1,690971,orofacial cleft 1 candidate 1,Ofcc1,,10116,RGD:1589812
OLIG2,304103,oligodendrocyte transcription factor 2,Olig2,,10116,RGD:1307098
OPA1,171116,"OPA1, mitochondrial dynamin like GTPase",Opa1,,10116,RGD:708423
OPCML,116597,opioid binding protein/cell adhesion molecule-like,Opcml,,10116,RGD:620635
OPN4,192223,opsin 4,Opn4,,10116,RGD:621701
OPRD1,24613,"opioid receptor, delta 1",Oprd1,,10116,RGD:3233
OPRK1,29335,"opioid receptor, kappa 1",Oprk1,,10116,RGD:69426
OPRL1,29256,opioid related nociceptin receptor 1,Oprl1,"KOR-3, KOR3, LC132, MOR-C, OFQR",10116,RGD:68438
OPRM1,25601,"opioid receptor, mu 1",Oprm1,"MORA, Oprm, Oprrm1",10116,RGD:3234
ORM1,24614,orosomucoid 1,Orm1,"AAG, AGP, Agpa1, OMD, Orm",10116,RGD:67390
OSBPL5,361686,oxysterol binding protein-like 5,Osbpl5,,10116,RGD:1308402
OTX2,305858,orthodenticle homeobox 2,Otx2,,10116,RGD:1305705
OXSR1,316064,oxidative stress responsive kinase 1,Oxsr1,,10116,RGD:1310466
OXT,25504,oxytocin/neurophysin I prepropeptide,Oxt,,10116,RGD:3238
OXTR,25342,oxytocin receptor,Oxtr,"OT-R, OTR, OTR1",10116,RGD:3239
P2RX7,29665,purinergic receptor P2X 7,P2rx7,,10116,RGD:3241
PADI2,29511,peptidyl arginine deiminase 2,Padi2,Pdi2,10116,RGD:3288
PADI4,29512,peptidyl arginine deiminase 4,Padi4,Pdi4,10116,RGD:3290
PAFAH1B1,83572,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1",Pafah1b1,LIS1,10116,RGD:620331
PAH,24616,phenylalanine hydroxylase,Pah,,10116,RGD:3248
PAK7,311450,p21 (RAC1) activated kinase 5,Pak5,"PAK-5, PAK-7, Pak7",10116,RGD:1312009
PALB2,293452,partner and localizer of BRCA2,Palb2,RGD1304759,10116,RGD:1304759
PANK2,296167,pantothenate kinase 2,Pank2,,10116,RGD:1305169
PANX2,362979,pannexin 2,Panx2,,10116,RGD:735191
PARL,287979,"presenilin associated, rhomboid-like",Parl,Psarl,10116,RGD:1306191
PAWR,64513,pro-apoptotic WT1 regulator,Pawr,"Par-4, Par4",10116,RGD:69065
PAX6,25509,paired box 6,Pax6,,10116,RGD:3258
PBRM1,306254,polybromo 1,Pbrm1,RGD1565549,10116,RGD:1565549
PCDH10,361943,protocadherin 10,Pcdh10,RGD1565811,10116,RGD:1565811
PCDH12,116808,protocadherin 12,Pcdh12,,10116,RGD:619917
PCDH17,306055,protocadherin 17,Pcdh17,,10116,RGD:1304753
PCDH8,64865,protocadherin 8,Pcdh8,Arcadlin,10116,RGD:69350
CNR1,116741,protocadherin alpha 4,Pcdha4,"Cnr1, Pcdha1, Pcdha10, Pcdha11, Pcdha12",10116,RGD:620337
PCK1,362282,phosphoenolpyruvate carboxykinase 1,Pck1,"GTP, PCK, PEPCK-C, Pepck, RATPEPCK",10116,RGD:3267
PCLO,56768,piccolo (presynaptic cytomatrix protein),Pclo,aczonin,10116,RGD:69406
PCNT,309692,pericentrin,Pcnt,,10116,RGD:1595865
PDCD2,58934,programmed cell death 2,Pdcd2,,10116,RGD:61887
PDCD6,308061,programmed cell death 6,Pdcd6,ALG-2,10116,RGD:1311239
PDE10A,63885,phosphodiesterase 10A,Pde10a,Pde10a3,10116,RGD:68434
PDE11A,140928,phosphodiesterase 11A,Pde11a,,10116,RGD:621793
PDE1B,29691,phosphodiesterase 1B,Pde1b,"Aop2, Pde1b1",10116,RGD:3278
PDE4A,25638,phosphodiesterase 4A,Pde4a,"DPDE2, PHOSA",10116,RGD:3279
PDE4B,24626,phosphodiesterase 4B,Pde4b,"PDE4/IVb, Pde4B1, Pde4B2, Pde4B3, Pde4B4",10116,RGD:3280
PDE4D,24627,phosphodiesterase 4D,Pde4d,"DPDE3, PDE3/IVd",10116,RGD:3281
PDE7B,140929,phosphodiesterase 7B,Pde7b,,10116,RGD:621016
PDE9A,191569,phosphodiesterase 9A,Pde9a,,10116,RGD:621035
PDGFRA,25267,platelet derived growth factor receptor alpha,Pdgfra,"APDGFR, PDGFACE",10116,RGD:3284
PDGFRB,24629,platelet derived growth factor receptor beta,Pdgfrb,PDGFR-1,10116,RGD:3285
PDIK1L,313609,PDLIM1 interacting kinase 1 like,Pdik1l,"RGD1307476, Stk35l2",10116,RGD:1307476
PDLIM5,64353,PDZ and LIM domain 5,Pdlim5,"Enh, Enh1",10116,RGD:621076
RBP1,727679,pyridoxal phosphatase,Pdxp,Rbp1,10116,RGD:1586212
PDYN,29190,prodynorphin,Pdyn,,10116,RGD:62054
PDZK1,65144,PDZ domain containing 1,Pdzk1,Clamp,10116,RGD:70924
PEA15,364052,proliferation and apoptosis adaptor protein 15,Pea15,Pea15a,10116,RGD:1306055
PEMT,25511,phosphatidylethanolamine N-methyltransferase,Pemt,"PHOMETH, PLMT, Pempt",10116,RGD:3297
PENK,29237,proenkephalin,Penk,"Enk, Penk-rs, Penk1, Penk2",10116,RGD:68946
PER1,287422,period circadian regulator 1,Per1,rper1,10116,RGD:727863
PER2,63840,period circadian regulator 2,Per2,rPER2,10116,RGD:61945
PER3,78962,period circadian regulator 3,Per3,"period3, rper3",10116,RGD:621581
PEX19,289233,peroxisomal biogenesis factor 19,Pex19,PxF,10116,RGD:1306913
PEX5L,286937,peroxisomal biogenesis factor 5-like,Pex5l,"Pex2, TRIP8b, Trjip8b",10116,RGD:708407
PFKFB3,117276,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Pfkfb3,,10116,RGD:619776
PFKL,25741,"phosphofructokinase, liver type",Pfkl,"ATP-PFK, PFK-L",10116,RGD:3311
PGAM1,24642,phosphoglycerate mutase 1,Pgam1,"PGAM-B, Pgmut",10116,RGD:3312
PGP,287115,phosphoglycolate phosphatase,Pgp,"AUM, G3PP, RGD1307773",10116,RGD:1307773
FAM109A,288664,PH domain containing endocytic trafficking adaptor 1,Pheta1,"Fam109a, IPIP27A, RGD1310656, Ses1",10116,RGD:1310656
PHF3,363210,PHD finger protein 3,Phf3,,10116,RGD:1304925
PHLDA2,293637,"pleckstrin homology-like domain, family A, member 2",Phlda2,,10116,RGD:1304755
PHOX2B,364152,paired-like homeobox 2b,Phox2b,NBPhox,10116,RGD:1560582
PI4K2B,305419,phosphatidylinositol 4-kinase type 2 beta,Pi4k2b,,10116,RGD:1359515
PI4KA,64161,phosphatidylinositol 4-kinase alpha,Pi4ka,"PI4K-alpha, Pik4ca",10116,RGD:621213
PICK1,84591,protein interacting with PRKCA 1,Pick1,Prkcabp,10116,RGD:69437
PIK3C3,65052,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Pik3c3,,10116,RGD:620899
PIK3CA,170911,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Pik3ca,,10116,RGD:620916
PIK3R1,25513,phosphoinositide-3-kinase regulatory subunit 1,Pik3r1,PI3KA,10116,RGD:3329
PINK1,298575,PTEN induced kinase 1,Pink1,,10116,RGD:1305769
PIP4K2A,116723,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Pip4k2a,Pip5k2a,10116,RGD:621708
PIP4K2C,140607,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,Pip4k2c,Pip5k2c,10116,RGD:621711
PITX3,29609,paired-like homeodomain 3,Pitx3,,10116,RGD:3332
PKNOX2,680549,PBX/knotted 1 homeobox 2,Pknox2,,10116,RGD:1590611
PLA2G1B,29526,phospholipase A2 group IB,Pla2g1b,,10116,RGD:61949
PLA2G2A,29692,phospholipase A2 group IIA,Pla2g2a,sPLA2,10116,RGD:620857
PLA2G4A,24653,phospholipase A2 group IVA,Pla2g4a,"Pla2c, Pla2g4, cPLA2",10116,RGD:67366
PLA2G4B,311341,phospholipase A2 group IVB,Pla2g4b,,10116,RGD:1308658
PLA2G4C,691813,"phospholipase A2, group IVC-like 1",Pla2g4cl1,Pla2g4c,10116,RGD:1594655
PLA2G4D,691905,phospholipase A2 group IVD,Pla2g4d,,10116,RGD:1593372
PLA2G6,360426,phospholipase A2 group VI,Pla2g6,"GVI PLA2, PNPLA9, caI-PLA2, iPLA2-beta, iPla2",10116,RGD:628867
PLA2G7,301265,phospholipase A2 group VII,Pla2g7,,10116,RGD:1310734
PLAA,116645,"phospholipase A2, activating protein",Plaa,"PLA2P, Plap",10116,RGD:621245
PLAT,25692,"plasminogen activator, tissue type",Plat,"PATISS, tPA",10116,RGD:3342
PLCB1,24654,phospholipase C beta 1,Plcb1,"PLC'1, PLCbeta1, Phosphb, RATPHOSPHB",10116,RGD:3344
PLCG1,25738,"phospholipase C, gamma 1",Plcg1,PPLCA,10116,RGD:3347
PLCXD3,310358,"phosphatidylinositol-specific phospholipase C, X domain containing 3",Plcxd3,RGD1308448,10116,RGD:1308448
PLEKHA6,360842,pleckstrin homology domain containing A6,Plekha6,RGD1564395,10116,RGD:1564395
PLG,85253,plasminogen,Plg,Ab1-346,10116,RGD:619893
PLLP,64364,plasmolipin,Pllp,Tm4sf11,10116,RGD:621478
PLP1,24943,proteolipid protein 1,Plp1,Plp,10116,RGD:3354
PLSCR4,300900,phospholipid scramblase 4,Plscr4,Pls4,10116,RGD:1311693
PLXNA2,289392,plexin A2,Plxna2,,10116,RGD:1305325
PMCH,24659,pro-melanin-concentrating hormone,Pmch,,10116,RGD:3358
PMP2,688790,peripheral myelin protein 2,Pmp2,,10116,RGD:1585218
PNOC,25516,prepronociceptin,Pnoc,"N23K, Npnc1",10116,RGD:3362
PNPO,64533,pyridoxamine 5'-phosphate oxidase,Pnpo,,10116,RGD:621456
POLG,85472,"DNA polymerase gamma, catalytic subunit",Polg,,10116,RGD:620057
POMC,24664,proopiomelanocortin,Pomc,"Pomc1, Pomc2, alphaMSH",10116,RGD:3366
PON1,84024,paraoxonase 1,Pon1,,10116,RGD:620062
POU3F1,192110,POU class 3 homeobox 1,Pou3f1,"Oct-6, Otf6, Scip, Testes-1, Tst-1",10116,RGD:619767
POU3F2,29588,POU class 3 homeobox 2,Pou3f2,"Brn-2, OTF-7, oct-7",10116,RGD:61946
PPARA,25747,peroxisome proliferator activated receptor alpha,Ppara,PPAR,10116,RGD:3369
PPARD,25682,peroxisome proliferator-activated receptor delta,Ppard,Pparb,10116,RGD:3370
PPARG,25664,peroxisome proliferator-activated receptor gamma,Pparg,PPARgamma2,10116,RGD:3371
PPARGC1A,83516,PPARG coactivator 1 alpha,Ppargc1a,"LRPGC1, PGC-1v, PGCvf, PGCvf-1, PGCvf1",10116,RGD:620925
PPIA,25518,peptidylprolyl isomerase A,Ppia,"CYCA, CyP-A",10116,RGD:3372
PPID,361967,peptidylprolyl isomerase D,Ppid,"Cyp-40, CypD",10116,RGD:1303174
PPM1G,259229,"protein phosphatase, Mg2+/Mn2+ dependent, 1G",Ppm1g,,10116,RGD:628676
PPP1R1B,360616,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",Ppp1r1b,"Darpp-32, Darpp32",10116,RGD:621859
PPP1R9B,84686,"protein phosphatase 1, regulatory subunit 9B",Ppp1r9b,Neb2,10116,RGD:632281
PPP2R2B,60660,"protein phosphatase 2, regulatory subunit B, beta",Ppp2r2b,Pppr2b2,10116,RGD:631441
PPP2R2C,117256,"protein phosphatase 2, regulatory subunit B, gamma",Ppp2r2c,Pr52,10116,RGD:620920
PPP3CC,171378,protein phosphatase 3 catalytic subunit gamma,Ppp3cc,,10116,RGD:621616
PPP3R1,29748,"protein phosphatase 3, regulatory subunit B, alpha",Ppp3r1,,10116,RGD:69230
PRDX6,94167,peroxiredoxin 6,Prdx6,LPCAT-5,10116,RGD:71005
PREP,83471,prolyl endopeptidase,Prep,rPop,10116,RGD:620841
CRP,120093082,proline rich protein HaeIII subfamily 1,Prh1,"CRP, GRP-Ca, Grpca, Grpca_m",10116,RGD:619775
PRIMA1,690195,proline rich membrane anchor 1,Prima1,"PRiMA, Prima1l",10116,RGD:1583978
PRKCA,24680,"protein kinase C, alpha",Prkca,Pkca,10116,RGD:3395
PRKCB,25023,"protein kinase C, beta",Prkcb,"Pkcb, Prkcb1",10116,RGD:3396
PRKCZ,25522,"protein kinase C, zeta",Prkcz,"14-3-3-zetaisoform, Pkcz, r14-3-3",10116,RGD:3399
PRL,24683,prolactin,Prl,"Gha1, PRLB, PRLSD1, Prl1a1, Prol",10116,RGD:3403
PRND,113910,prion like protein doppel,Prnd,,10116,RGD:1306618
PRNP,24686,prion protein,Prnp,"PrP, Prn",10116,RGD:3410
PRODH,680409,proline dehydrogenase,Prodh,Prodh1,10116,RGD:1590932
PRODH2,361538,proline dehydrogenase 2,Prodh2,HYPDH,10116,RGD:1306761
PROK2,192206,prokineticin 2,Prok2,"Bv8, PK2",10116,RGD:620280
PROKR2,192649,prokineticin receptor 2,Prokr2,Gpr73l1,10116,RGD:708445
PROM1,60357,prominin 1,Prom1,"CD133, Prom",10116,RGD:69367
PRSS16,364719,serine protease 16,Prss16,,10116,RGD:1306652
PSAT1,293820,phosphoserine aminotransferase 1,Psat1,Psa1,10116,RGD:735170
PSD,171381,pleckstrin and Sec7 domain containing,Psd,EFA6,10116,RGD:620297
PSD3,306380,pleckstrin and Sec7 domain containing 3,Psd3,RGD1559968,10116,RGD:1559968
PSEN1,29192,presenilin 1,Psen1,,10116,RGD:3425
PSEN2,81751,presenilin 2,Psen2,,10116,RGD:621060
PSMB4,58854,proteasome 20S subunit beta 4,Psmb4,,10116,RGD:61877
PSPN,25525,persephin,Pspn,PSP,10116,RGD:3432
PTGDS,25526,prostaglandin D2 synthase,Ptgds,PH2DISO,10116,RGD:3433
PTGER3,24929,prostaglandin E receptor 3,Ptger3,"EP3, EP3R, Rep3, rEP3a, rEP3b",10116,RGD:3435
PTGS1,24693,prostaglandin-endoperoxide synthase 1,Ptgs1,"Cox-1, Cox-3, Cox1, Cox3, Pghs-1",10116,RGD:3439
COX2,29527,prostaglandin-endoperoxide synthase 2,Ptgs2,"COX-2, Cox2, PGHS-2, PHS II",10116,RGD:620349
PTGS2,29527,prostaglandin-endoperoxide synthase 2,Ptgs2,"COX-2, Cox2, PGHS-2, PHS II",10116,RGD:620349
PTK2B,50646,protein tyrosine kinase 2 beta,Ptk2b,"CAK beta, CAKB, CAKbeta, Pyk2",10116,RGD:628758
PTP4A1,29463,protein tyrosine phosphatase 4A1,Ptp4a1,PRL-1,10116,RGD:61970
PPP2R4,362102,protein phosphatase 2 phosphatase activator,Ptpa,Ppp2r4,10116,RGD:1308354
PTPN1,24697,"protein tyrosine phosphatase, non-receptor type 1",Ptpn1,Ptp,10116,RGD:61965
PTPN21,171070,"protein tyrosine phosphatase, non-receptor type 21",Ptpn21,Ptp2E,10116,RGD:620216
PTPN5,29644,"protein tyrosine phosphatase, non-receptor type 5",Ptpn5,STEP,10116,RGD:3448
PTPN6,116689,"protein tyrosine phosphatase, non-receptor type 6",Ptpn6,"Ptph6, Shp-1",10116,RGD:620660
PTPRA,25167,"protein tyrosine phosphatase, receptor type, A",Ptpra,LRP,10116,RGD:3450
PTPRC,24699,"protein tyrosine phosphatase, receptor type, C",Ptprc,"CD45, L-CA, Lca, RT7, T200",10116,RGD:3451
PTPRR,94202,"protein tyrosine phosphatase, receptor type, R",Ptprr,"PC12-PTP1, Pcptp1, R-PTP-R",10116,RGD:620780
PTPRZ1,25613,"protein tyrosine phosphatase, receptor type Z1",Ptprz1,"PTPzeta-A, PTPzeta-B, PTPzeta-S, Ptpz, RPTPbeta",10116,RGD:3455
PTX3,689388,pentraxin 3,Ptx3,,10116,RGD:1593476
PYY,287730,peptide YY,Pyy,"GHYY, RATGHYY, Yy, peptide-YY",10116,RGD:1593289
QKI,499022,"QKI, KH domain containing RNA binding",Qki,Qk,10116,RGD:1584886
R3HDML,366245,R3H domain containing-like,R3hdml,,10116,RGD:1305296
C9ORF72,313155,similar to RIKEN cDNA 3110043O21,RGD1359108,C9orf72,10116,RGD:1359108
GNB2L1,83427,receptor for activated C kinase 1,Rack1,Gnb2l1,10116,RGD:69229
RANBP1,360739,RAN binding protein 1,Ranbp1,,10116,RGD:1310521
RANBP9,364686,RAN binding protein 9,Ranbp9,"RGD1561940, RanBPM",10116,RGD:1561940
RAPGEF5,362799,Rap guanine nucleotide exchange factor 5,Rapgef5,"Mrgef, RGD1562891, rMR-GEF",10116,RGD:1561668
RAPGEF6,303141,Rap guanine nucleotide exchange factor 6,Rapgef6,,10116,RGD:1307645
RAPH1,363239,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Raph1,,10116,RGD:1308387
RARA,24705,"retinoic acid receptor, alpha",Rara,,10116,RGD:3534
RASD2,171099,"RASD family, member 2",Rasd2,Rhes,10116,RGD:628594
RASGRF1,192213,RAS protein-specific guanine nucleotide-releasing factor 1,Rasgrf1,"GNRP, P140 RAS-GRF",10116,RGD:620395
RASGRF2,114513,RAS protein-specific guanine nucleotide-releasing factor 2,Rasgrf2,,10116,RGD:69413
RASGRP1,29434,RAS guanyl releasing protein 1,Rasgrp1,Rasgrp,10116,RGD:3539
RCBTB1,361050,RCC1 and BTB domain containing protein 1,Rcbtb1,,10116,RGD:1308467
RECK,313488,reversion-inducing-cysteine-rich protein with kazal motifs,Reck,,10116,RGD:1308845
REEP5,364838,receptor accessory protein 5,Reep5,Dp1,10116,RGD:1306047
NOS2,309165,"RELA proto-oncogene, NF-kB subunit",Rela,"NFkB, nos2",10116,RGD:727889
RELA,309165,"RELA proto-oncogene, NF-kB subunit",Rela,"NFkB, nos2",10116,RGD:727889
RELN,24718,reelin,Reln,"Reelen, Rl, reeler",10116,RGD:3553
REN,24715,renin,Ren,"RATRENAA, RENAA, Ren1",10116,RGD:3554
REST,83618,RE1-silencing transcription factor,Rest,Nrsf,10116,RGD:621069
FAM134A,363252,reticulophagy regulator family member 2,Retreg2,"Fam134a, RGD1306844",10116,RGD:1306844
RFC1,89809,replication factor C subunit 1,Rfc1,Recc1,10116,RGD:620619
RFX4,500818,regulatory factor X4,Rfx4,RGD1562092,10116,RGD:1562092
RGS1,54289,regulator of G-protein signaling 1,Rgs1,,10116,RGD:3561
RGS10,54290,regulator of G-protein signaling 10,Rgs10,,10116,RGD:3562
RGS17,308118,regulator of G-protein signaling 17,Rgs17,,10116,RGD:1305515
RGS2,84583,regulator of G-protein signaling 2,Rgs2,,10116,RGD:621665
RGS20,362477,regulator of G-protein signaling 20,Rgs20,,10116,RGD:1586146
RGS4,29480,regulator of G-protein signaling 4,Rgs4,,10116,RGD:3567
RGS5,54294,regulator of G-protein signaling 5,Rgs5,,10116,RGD:3568
RGS6,54295,regulator of G-protein signaling 6,Rgs6,,10116,RGD:3569
RHD,60414,"Rh blood group, D antigen",Rhd,"Rh, Rhced",10116,RGD:620451
RIMS2,116839,regulating synaptic membrane exocytosis 2,Rims2,"Nim2, Rim2",10116,RGD:620001
RIMS3,65025,regulating synaptic membrane exocytosis 3,Rims3,"Nim2, Nim3",10116,RGD:628762
RAI1,364302,ribonuclease A family member 12,Rnase12,"RGD1307829, Rai1",10116,RGD:1307829
RAC1,364303,"ribonuclease, RNase A family, 1-like 1 (pancreatic)",Rnase1l1,"RNase 1, Rac1, Rnase1d",10116,RGD:1310106
RNF123,100190936,ring finger protein 123,Rnf123,,10116,RGD:2301394
RNF41,362814,ring finger protein 41,Rnf41,,10116,RGD:1309557
RNPS1,287113,RNA binding protein with serine rich domain 1,Rnps1,,10116,RGD:1307522
ROR1,362550,receptor tyrosine kinase-like orphan receptor 1,Ror1,RGD1559469,10116,RGD:1559469
RORA,300807,RAR-related orphan receptor A,Rora,,10116,RGD:1308419
RTKN2,309729,rhotekin 2,Rtkn2,Plekhk1,10116,RGD:1304834
RTN4,83765,reticulon 4,Rtn4,"NI-250, Nogo, Nogo-A, Vp20, rat N",10116,RGD:620989
S100A10,81778,S100 calcium binding protein A10,S100a10,p11,10116,RGD:628655
S100A9,94195,S100 calcium binding protein A9,S100a9,Mrp14,10116,RGD:620267
S100B,25742,S100 calcium binding protein B,S100b,S100P,10116,RGD:3615
S1PR1,29733,sphingosine-1-phosphate receptor 1,S1pr1,Edg1,10116,RGD:61958
SBNO2,314619,strawberry notch homolog 2,Sbno2,"RGD1307194, Stno",10116,RGD:1307194
SCGB1A1,25575,secretoglobin family 1A member 1,Scgb1a1,"CC10, CC16, CCSP, PCBB, Ugb",10116,RGD:3934
SCN1A,81574,sodium voltage-gated channel alpha subunit 1,Scn1a,,10116,RGD:69364
SCN8A,29710,sodium voltage-gated channel alpha subunit 8,Scn8a,,10116,RGD:3638
SDCCAG8,305002,SHH signaling and ciliogenesis regulator SDCCAG8,Sdccag8,,10116,RGD:727781
