Gene names	Transcript names
Cers5	NM_001108993
Lima1	NM_001191615
Atf1	NM_001100895
Mettl7a	NM_001037355
Slc11a2	NM_013173
Letmd1	NM_001122781
Csrnp2	NM_001108113
Tfcp2	NM_001134714
Pou6f1	NM_001105746
Dazap2	NM_001013107
Smagp	NM_182817
Bin2	NM_001012223
Cela1	NM_012552
Galnt6	NM_001172063
Slc4a8	NM_199497
Slc4a8	NM_001270794
Slc4a8	NM_001270795
Scn8a	NM_019266
Acvrl1	NM_022441
Acvr1b	NM_199230
	NR_132098
Grasp	NM_138894
Nr4a1	NM_024388
Atg101	NM_001007659
Atg101	NM_001271114
Krt80	NM_001008815
Krt83	NM_001101675
RGD1305207	NM_001014267
Krt81	NM_001008814
Krt86	NM_001008810
Kb23	NM_001008813
Krt85	NM_001008811
Krt84	NM_001008812
Krt82	NM_001008803
Kb15	NM_001008825
Krt75	NM_001008828
Krt5	NM_183333
Krt71	NM_001276440
Krt72	NM_001008809
Krt73	NM_001008808
Krt2	NM_001008899
Krt1	NM_001008802
Krt77	NM_001008807
Krt76	NM_001008805
Krt4	NM_001008806
Krt8	NM_199370
Krt18	NM_053976
Eif4b	NM_001008324
Spryd3	NM_001191790
Igfbp6	NM_013104
Soat2	NM_153728
Csad	NM_001134454
Csad	NM_021750
Itgb7	NM_013171
Rarg	NM_001135249
Rarg	NM_001135250
Mfsd5	NM_001126282
Espl1	NM_001170602
Pfdn5	NM_001106794
Myg1	NM_001005545
Aaas	NM_001106795
Sp7	NM_181374
Sp7	NM_001037632
Sp1	NM_012655
Amhr2	NM_030998
Prr13	NM_001008379
Pcbp2	NM_001013223
Map3k12	NM_013055
Tarbp2	NM_001034941
Npff	NM_022586
Atf7	NM_001108115
Atp5g2	NM_133556
Calcoco1	NM_139190
	NR_104335
Hoxc12	NM_001106796
Hoxc11	NM_001308639
Hoxc10	NM_001308636
	NR_031913
Hoxc9	NM_001100907
Hoxc8	NM_001177326
Hoxc5	NM_001108116
	NR_032748
Hoxc4	NM_001109884
Smug1	NM_177934
Cbx5	NM_001106797
Hnrnpa1	NM_017248
Nfe2	NM_001012224
Copz1	NM_001108117
	NR_031782
Gpr84	NM_001109509
Zfp385a	NM_001109470
Zfp385a	NM_001135088
Zfp385a	NM_001135089
Itga5	NM_001108118
Gtsf1	NM_001079707
RGD1563200	NM_001109288
Nckap1l	NM_001108119
Pde1b	NM_022710
Ppp1r1a	NM_022676
Glycam1	NM_012794
Spt1	NM_019171
Calcoco1	NM_139190_1
	NR_104335_1
Arf3	NM_080904
Ly6c	NM_020103_1
Gucy1a2	NM_023956
Aasdhppt	NM_001106798
Kbtbd3	NM_001108121
Msantd4	NM_001024357
Gria4	NM_001113184
Gria4	NM_017263
Gria4	NM_001113185
Casp1	NM_012762
Casp4	NM_053736
Casp12	NM_130422
Vom1r25	NM_001008921
Vom1r24	NM_001008936
Vom2r25	NM_001099482
Vom2r24	NM_001099493
Vom2r23	NM_001099649
Actl9b	NM_001013893
Vom2r18	NM_173318
Vom2r17	NM_001099491_1
Vom2r22	NM_001099656
Pdgfd	NM_023962
Ddi1	NM_001085475
Dync2h1	NM_023024
Dcun1d5	NM_001009696
Mmp13	NM_133530
Mmp12	NM_053963
Mmp3	NM_133523
Mmp1	NM_001134530
Mmp10	NM_133514
Mmp8	NM_022221
Mmp27	NM_001106799
Mmp20	NM_001106800
Mmp7	NM_012864
Tmem123	NM_001014205
Birc2	NM_021752
Birc3	NM_023987
Yap1	NM_001034002
LOC654482	NM_001039174
Rpl13	NM_031101_1
Trpc6	NM_053559
Pgr	NM_022847
Cntn5	NM_053746
Jrkl	NM_001108122
Ccdc82	NM_001007660
Mtmr2	NM_001108123
Cep57	NM_001108124
Fam76b	NM_001108994
Sesn3	NM_001108125
Kdm4d	NM_001079712
Cwc15	NM_001024987
Piwil4	NM_001271133
Fut4	NM_022219
RGD1561795	NM_001109289
Ankrd49	NM_001126283
Mre11a	NM_022279
Gpr83	NM_080411
Med17	NM_001106801
Panx1	NM_001270548
Panx1	NM_001270549
Panx1	NM_199397
Hephl1	NM_001191993
Vstm5	NM_001144870
RGD1309534	NM_001014206
Taf1d	NM_001014207
Cep295	NM_001271048
Smco4	NM_001134584
Ccdc67	NM_001014087
Slc36a4	NM_001108127
Mtnr1b	NM_001100641
Fat3	NM_138544
LOC689840	NM_001047979
LOC500948	NM_001047964
Vkorc1l1	NM_203338_1
Chordc1	NM_001108128
Naalad2	NM_001106802
Olr1115	NM_001000885
Olr1117	NM_001000884
Olr1118	NM_001000883
Olr1135	NM_001000878
Olr1137	NM_001001079
Olr1138	NM_001001080
Olr1139	NM_001000427
Olr1119	NM_001000988
Mbd3l1	NM_001106803
Olr1121	NM_001000516
Olr1122	NM_001000882
Olr1124	NM_001000426
Olr1125	NM_001000881
Olr1126	NM_001000880
Olr1128	NM_001000987
Olr1130	NM_001000428
Olr1129	NM_001000879
Olr1132	NM_001000986
Olr1135	NM_001000878_1
Olr1137	NM_001001079_1
Olr1138	NM_001001080_1
Olr1139	NM_001000427_1
Olr1143	NM_001001017
Olr1142	NM_001000877
Olr1143	NM_001001017_1
Olr1144	NM_001000876
Olr1145	NM_001000429
Olr1147	NM_001000431
Olr1148	NM_001000875
Olr1149	NM_001000874
Olr1151	NM_001000432
Olr1155	NM_001000433
Olr1156	NM_001000873
Zfp317	NM_001134634
Olr1158	NM_001000872
Olr1159	NM_001000871
Olr1160	NM_001000985
Olr1162	NM_001000870
Olr1163	NM_001000869
Olr1164	NM_001000984
Olr1165	NM_001000868
Olr1166	NM_001000867
Olr1169	NM_001000434
Olr1171	NM_001001005
Olr1172	NM_001000983
Olr1174	NM_001001016
Olr1867	NM_001101022
Olr1179	NM_001000864
Olr1186	NM_001000862
Olr1169	NM_001000434_1
Olr1185	NM_001000982
Olr1191	NM_001000981
Olr1193	NM_001000594
Olr1192	NM_001000859
Zfp26	NM_001108995
Zfp426	NM_001079943
Zfp266	NM_001135018
Zfp846	NM_001134585
Fbxl12	NM_001025700
Ubl5	NM_001048243
Pin1	NM_001106701
Olfm2	NM_001015017
Col5a3	NM_021760
Rdh8	NM_001168593
LOC500956	NM_001025054
Angptl6	NM_001106702
Ppan	NM_001011980
Eif3g	NM_001013095
Dnmt1	NM_053354
S1pr2	NM_017192
Mrpl4	NM_001108754
Icam1	NM_012967
Icam4	NM_001172077
Icam5	NM_001172079
Fdx1l	NM_001108002
Raver1	NM_001013939
Tyk2	NM_001257347
Cdc37	NM_053743
Pde4a	NM_013101
Keap1	NM_057152
S1pr5	NM_021775
Atg4d	NM_001101013
Ap1m2	NM_001108996
Slc44a2	NM_001134715
Ilf3	NM_053412
Qtrt1	NM_022250
Dnm2	NM_013199
Tmed1	NM_001013432
LOC691141	NM_001109624
Carm1	NM_001034088
Carm1	NM_001030041
Yipf2	NM_001014208
RGD1309188	NM_001108129
Smarca4	NM_134368
Ldlr	NM_175762
Kank2	NM_001270413
Dock6	NM_001108997
LOC100361444	NM_001271710
Rab3d	NM_080580
Tmem205	NM_001106804
Lppr2	NM_001005881
Swsap1	NM_001108755
Epor	NM_017002
Rgl3	NM_001106805
Ccdc151	NM_001309457
Prkcsh	NM_001106806
Elavl3	NM_172324
Zfp653	NM_001106807
Ecsit	NM_001006986
Cnn1	NM_031747
Elof1	NM_001126098
Acp5	NM_001270889
Acp5	NM_019144
LOC100365921	NM_001271975
Rp9	NM_001108756
Bmper	NM_001135799
Npsr1	NM_001106808
Dpy19l1	NM_001191791
Tbx20	NM_001108132
Herpud2	NM_001024988
LOC500959	NM_001033072
Sept7	NM_001113740
Sept7	NM_022616
Eepd1	NM_001014088
B3gat1	NM_054003
Glb1l2	NM_001192018
Glb1l3	NM_001024358
Bin2a	NM_001009524
Thyn1	NM_001007661
Vps26b	NM_001106809
Ncapd3	NM_001034000
Jam3	NM_001004269
Spata19	NM_134384
Opcml	NM_053848
Ntm	NM_017354
Snx19	NM_001108131
Adamts15	NM_001106810
Zbtb44	NM_001034942
St14	NM_053635
Aplp2	NM_022520
Aplp2	NM_012906
Nfrkb	NM_001108133
Tmem45b	NM_001033067
LOC100362981	NM_001245924
Kcnj5	NM_017297
Kcnj1	NM_001309299
Kcnj1	NM_001309297
Kcnj1	NM_017023
Kcnj1	NM_001309298
Kcnj1	NM_001309301
Fli1	NM_001017381
Ets1	NM_012555
Kirrel3	NM_001048215
St3gal4	NM_203337
Dcps	NM_153302
Srpr	NM_001034150
Fam118b	NM_001025283
Rpusd4	NM_001025284
Cdon	NM_017358
Ddx25	NM_031630
Pus3	NM_001108134
Pate4	NM_001108757
Pate3	NM_001256529
Pate2	NM_001267781
Pate1	NM_001270389
LOC100359924	NM_001265586
RGD1304554	NM_001108758
LOC100361828	NM_001260483
LOC100362078	NM_001270387
Pate-f	NM_001267780
LOC100359968	NM_001257094
LOC100360049	NM_001260484
LOC688335	NM_001256150
LOC100360095	NM_001257095
LOC100362690	NM_001256149
LOC688335	NM_001256150_1
LOC688335	NM_001256150_2
Robo4	NM_181375_1
Acrv1	NM_021747
Chek1	NM_080400
Stt3a	NM_001134749
Ei24	NM_001025660
Fez1	NM_031066
Pknox2	NM_001271278
Pknox2	NM_001271279
Tmem218	NM_001008325
Slc37a2	NM_001191994
LOC100911068	NM_001305215
Robo4	NM_181375
Robo3	NM_001108135
Esam	NM_001004245
Vsig2	NM_001106812
Nrgn	NM_024140
Spa17	NM_053482
Siae	NM_001108759
Tbrg1	NM_001009344
Panx3	NM_199398
Olr1194	NM_001000820
Olr1195	NM_001001081
Olr1196	NM_001000435
Olr1198	NM_001000436
Olr1197	NM_001001120
Olr1199	NM_001000819
Olr1200	NM_001000966
Olr1201	NM_001000818
Olr1202	NM_001000817
Olr1203	NM_001001082
Olr1214	NM_001000438
Olr1204	NM_001000437
Olr1206	NM_001000816
Olr1213	NM_001000815
Olr1217	NM_001000439
Olr1218	NM_001000488
Olr1219	NM_001000965
Olr1220	NM_001000814_2
Olr1222	NM_001000440
Olr1223	NM_001000441
Olr1225	NM_001001083
Olr1226	NM_001000442_1
Olr1227	NM_001000443_1
Olr1228	NM_001000964_1
Olr1229	NM_001000444_1
LOC171573	NM_138537
Rup2	NM_001034950
Olr1218	NM_001000488_1
Olr1219	NM_001000965_1
Olr1220	NM_001000814_1
Olr1222	NM_001000440_1
Olr1223	NM_001000441_1
Olr1225	NM_001001083_1
Olr1226	NM_001000442_2
Olr1227	NM_001000443_2
Olr1228	NM_001000964_2
Olr1229	NM_001000444_2
Olr1218	NM_001000488_2
Olr1219	NM_001000965_2
Olr1220	NM_001000814
Olr1237	NM_001000963_1
Olr1238	NM_001001013_1
Olr1239	NM_001000811_1
Olr1240	NM_001000448_1
Olr1241	NM_001000449_1
Olr1246	NM_001000808
Olr1247	NM_001000807_1
Olr1252	NM_001000454_2
Olr1253	NM_001000805_2
Olr1254	NM_001001085
Olr1256	NM_001001086_2
Olr1257	NM_001000596_2
Vwa5a	NM_198755
Olr1259	NM_001000455_2
Olr1260	NM_001000962_2
Olr1264	NM_001000456_2
Olr1265	NM_001000457_4
Olr1266	NM_001000802
Olr1271	NM_173300_3
Olr1273	NM_001000458_5
Olr1273	NM_001000458_6
Olr1271	NM_173300_4
Olr1275	NM_001000800_3
Olr1275	NM_001000800_2
Olr1274	NM_001000801_4
Olr1275	NM_001000800_1
Olr1275	NM_001000800
Olr1273	NM_001000458_7
Olr1274	NM_001000801_5
Olr1303	NM_001000796_1
Olr1302	NM_001000463
Olr1303	NM_001000796
Olr1304	NM_001000464
Olr1305	NM_001000959
Olr1306	NM_001000465
Olr1307	NM_001000519
Olr1308	NM_001000795
Olr1309	NM_001000466
Olr1311	NM_001000467
Olr1313	NM_001000794
Olr1314	NM_001000468
Olr1315	NM_001000469
Olr1314	NM_001000468_1
Olr1315	NM_001000469_1
Olr1316	NM_001000793
Olr1318	NM_001001087
Olr1319	NM_001000470
Olr1320	NM_001000471
Olr1321	NM_001000792
Olr1323	NM_001000472
Olr1325	NM_001000473
Olr1326	NM_001000474
Olr1327	NM_001000475
Olr1328	NM_001000599
Olr1329	NM_001000791
Olr1330	NM_001000476
Olr1331	NM_001000790
Olr1332	NM_001000477
Olr1334	NM_001000478
Olr1335	NM_001000479
Olr1337	NM_001000480
Olr1338	NM_001000789
Olr1339	NM_001000481
Tmem225	NM_001024359
Olr1341	NM_001000482
Zfp202	NM_001109290
Scn3b	NM_139097
Gramd1b	NM_001191616
Vom2r65	NM_001099654_1
Clmp	NM_173154
Hspa8	NM_024351_2
Bsx	NM_001191995
Crtam	NM_001106813
Ubash3b	NM_001191792
	NR_126581
	NR_031858
	NR_037385
	NR_031801
	NR_031869
	NR_037614
Sorl1	NM_053519
Sc5d	NM_053642
Tecta	NM_001106814
Tbcel	NM_001014089
Grik4	NM_012572
Arhgef12	NM_001013246
Tmem136	NM_001108136
Pou2f3	NM_001105745
Oaf	NM_001014090
Trim29	NM_001106815
Pvrl1	NM_001100476
Thy1	NM_012673
Usp2	NM_053774
Mfrp	NM_001108137
C1qtnf5	NM_001012123
Rnf26	NM_001113748
Mcam	NM_023983
Mcam	NM_001034009
Ccdc153	NM_001013953
Pdzd3	NM_001191996
Nlrx1	NM_001025010
Abcg4	NM_001106816
C2cd2l	NM_001011996
Dpagt1	NM_199388
H2afx	NM_001109291
Hmbs	NM_013168
Vps11	NM_001108138
Hyou1	NM_001034028
Hyou1	NM_138867
Slc37a4	NM_031589
Trappc4	NM_001003708
Rps25	NM_001005528
Upk2	NM_001109523
Bcl9l	NM_001106817
Cxcr5	NM_053303
Ddx6	NM_001109292
Treh	NM_001136141
Phldb1	NM_001191578
Arcn1	NM_001007662
Ift46	NM_001024760
Tmem25	NM_001109528
Ttc36	NM_001005546
Atp5l	NM_212516
Ube4a	NM_207610
Cd3g	NM_001077646
Cd3d	NM_013169
Cd3e	NM_001108140
Mpzl2	NM_001106818
Mpzl3	NM_001108760
Scn2b	NM_012877
Scn4b	NM_001008880
Tmprss4	NM_001108998
Il10ra	NM_057193
Tmprss13	NM_001127528
Fxyd6	NM_022005
Fxyd2	NM_017349
Fxyd2	NM_145717
Dscaml1	NM_001108141
Bace1	NM_019204
Pcsk7	NM_019246
Tagln	NM_031549
Sidt2	NM_001108142
Pafah1b2	NM_022387
Sik3	NM_001271216
Apoa1	NM_012738
Apoc3	NM_001271053
Apoc3	NM_012501
Apoa4	NM_012737
Apoa5	NM_001277264
Apoa5	NM_080576
Zfp259	NM_001137646
Bud13	NM_001025277
LOC500990	NM_001037364
Cadm1	NM_001012201
Fam55b	NM_001025055
Nxpe1	NM_001134635
Rexo2	NM_001008326
Rbm7	NM_001108143
RGD1563941	NM_001109293
Nnmt	NM_001106819
Zbtb16	NM_001013181
Htr3a	NM_024394
Htr3b	NM_022189
Usp28	NM_001108144
Zw10	NM_001024801
Tmprss5	NM_153311
Drd2	NM_012547
Ttc12	NM_001004246
Ncam1	NM_031521
Plet1	NM_001014209
Pts	NM_017220
Bco2	NM_001127712
Tex12	NM_001191106
Il18	NM_019165
Sdhd	NM_198788
Timm8b	NM_022541
LOC100151767	NM_001127503
Pih1d2	NM_001191793
Dlat	NM_031025
Dixdc1	NM_001037654
LOC689959	NM_001109559
Hspb2	NM_130431
Cryab	NM_012935
RGD1564937	NM_001134636
Fdxacb1	NM_001108145
Alg9	NM_001109000
Ppp2r1b	NM_001025418
Layn	NM_001191997
	NR_031849
	NR_031848
Btg4	NM_001013176
Pou2af1	NM_001109599
Arhgap20	NM_213629
Fdx1	NM_017126
Mrpl1	NM_001105997_1
Rdx	NM_001005889
	NR_106701
Zc3h12c	NM_001108146
LOC100125362	NM_001103354
Ddx10	NM_001106820
Kdelc2	NM_001025123
RGD1311251	NM_001024265
Atm	NM_001106821
Npat	NM_001108147
Acat1	NM_017075
Cul5	NM_022683
Rab39a	NM_001108148
Slc35f2	NM_001106822
Sln	NM_001013247
Elmod1	NM_001191579
Cyp19a1	NM_017085
Gldn	NM_181382
Cib2	NM_001015010
Idh3a	NM_053638
Acsbg1	NM_134389
Dnaja4	NM_001025411
Wdr61	NM_001025743
Crabp1	NM_001105716
Ireb2	NM_022863
Hykk	NM_001106823
Psma4	NM_017281
Chrna5	NM_017078
Chrna3	NM_052805
Chrnb4	NM_052806
Fbxo22	NM_001037770
Nrg4	NM_001191109
RGD1562084	NM_001109294
Etfa	NM_001009668
Isl2	NM_020471
Rcn2	NM_017132
Pstpip1	NM_001106824
Tspan3	NM_001005547
Peak1	NM_001108149
Hmg20a	NM_001108150
Lingo1	NM_001100722
Odf3l1	NM_001108151
Cspg4	NM_031022
Snx33	NM_001127488
Imp3	NM_001108152
Snupn	NM_001004270
Ptpn9	NM_001013040
Sin3a	NM_001108761
Man2c1	NM_139256
Neil1	NM_001025754
Commd4	NM_001108762
RGD1305464	NM_001025011
Ppcdc	NM_001108763
Ppcdc	NM_001108763_1
Scamp5	NM_031726
Rpp25	NM_001012124
Cox5a	NM_145783
Fam219b	NM_001108764
Mpi	NM_001004081
Scamp2	NM_023955
Ulk3	NM_001271135
Cplx3	NM_001109295
Lman1l	NM_001012465
Csk	NM_001030039
Cyp1a2	NM_012541
Cyp1a1	NM_012540
Clk3	NM_134340
Arid3b	NM_001109001
Ubl7	NM_001004247
Sema7a	NM_001108153
Cyp11a1	NM_017286
Ccdc33	NM_001014091
Stra6	NM_001029924
Islr	NM_001126300
Stoml1	NM_001305238
Loxl1	NM_001012125
Tbc1d21	NM_001014210
RGD1562618	NM_001113791
Cd276	NM_182824
Nptn	NM_019380
Rec114	NM_001106825
Hcn4	NM_021658
Adpgk	NM_001100723
Bbs4	NM_001106826
Arih1	NM_001013108
Tmem202	NM_001109636
Hexa	NM_001004443
Celf6	NM_001106827
Parp6	NM_001106828
Pkm	NM_053297
Senp8	NM_001012355
Myo9a	NM_134335
Lrrc49	NM_001134469
Larp6	NM_001108154
Uaca	NM_001195564
Tle3	NM_053400
Rplp1	NM_001007604
Kif23	NM_001108155
Paqr5	NM_001014092
Spesp1	NM_001077682
Anp32a	NM_012903
Itga11	NM_001108156
Fem1b	NM_001108157
Cln6	NM_001191794
Calml4	NM_001127575
Pias1	NM_001106829
Map2k5	NM_017246
Map2k5	NM_001033987
RGD1309779	NM_001108766
Iqch	NM_001106830
Aagab	NM_134398
Smad3	NM_013095
Smad6	NM_001109002
Lctl	NM_001108158
Rpl4	NM_022510
Snapc5	NM_001109643
Map2k1	NM_031643
RGD1562747	NM_001106212
Tmem185a	NM_001135712
Tipin	NM_001025287
Dis3l	NM_001008380
Rab11a	NM_031152
Slc24a1	NM_020090
Vwa9	NM_001007663
Hacd3	NM_001106831
Dpp8	NM_001108159
Parp16	NM_001014093
Cilp	NM_001108161
Clpx	NM_001007803
Pdcd7	NM_001108768
Rasl12	NM_001108162
Mtfmt	NM_001009697
Spg21	NM_001006987
Pif1	NM_001044253
Rbpms2	NM_001173426
Oaz2	NM_001301297
Oaz2	NM_001109899
Zfp609	NM_001173371
Trip4	NM_001134981
Ns5atp9	NM_201418
Csnk1g1	NM_022288
Ppib	NM_022536
Snx22	NM_001106832
Snx1	NM_053411
Fam96a	NM_001008327
Dapk2	NM_001013109
Fbxl22	NM_001108769
Usp3	NM_001025424
Car12	NM_001080756
Aph1b	NM_001047090
Aph1b	NM_001047090_1
Rab8b	NM_153317
Rps27l	NM_001276477
Lactb	NM_001106833
Tpm1	NM_001034074
Tpm1	NM_001034071
Tpm1	NM_001034070
Tpm1	NM_001034073
Tpm1	NM_001034069
Tpm1	NM_001301736
Tpm1	NM_001034072
Tpm1	NM_001034075
Tpm1	NM_001301342
Tpm1	NM_019131
Tpm1	NM_001301336
Tpm1	NM_001034068
	NR_031906_1
	NR_131088
Ice2	NM_001191108
Anxa2	NM_019905
Foxb1	NM_001013248
Bnip2	NM_001106835
Gtf2a2	NM_053345
Gcnt3	NM_173312
Fam81a	NM_001108163
Myo1e	NM_173101
Rnf111	NM_001106836
Adam10	NM_019254
Lipc	NM_012597
Aqp9	NM_022960
Aldh1a2	NM_053896
Polr2m	NM_183402
Myzap	NM_001014211
Cgnl1	NM_001108164
Tcf12	NM_013176
Zfp280d	NM_001108165
Mns1	NM_001007752
Rfx7	NM_001127490
Nedd4	NM_012986
	NR_131119
Prtg	NM_001037651
Pygo1	NM_001191117
Dyx1c1	NM_001007010
Ccpg1os	NM_001198796
Ccpg1	NM_001108770
	NR_032749
Pigb	NM_001108166
Pigbos1	NM_001308432
Rab27a	NM_017317
Khdc3	NM_001106837
Rsl24d1	NM_001014212
Unc13c	NM_173146
	NR_031906
Wdr72	NM_001135719
Onecut1	NM_022671
Fam214a	NM_001106838
Arpp19	NM_031660
Myo5a	NM_022178
Gnb5	NM_031770
Bcl2l10	NM_053733
Mapk6	NM_031622
Leo1	NM_001005548
Tmod3	NM_001011997
Tmod2	NM_031613
Lysmd2	NM_001106839
Scg3	NM_053856
Bmp5	NM_001108168
Hmgcll1	NM_001276472
Gfral	NM_001191998
Hcrtr2	NM_013074
Fam83b	NM_001108169
Tinag	NM_001005549
Lrrc1	NM_001014268
Klhl31	NM_001108170
Gclc	NM_012815
Elovl5	NM_134382
Gcm1	NM_017186
Fbxo9	NM_001011998
Ick	NM_138886
Gsta4	NM_001106840
Gsta2	NM_017013
Gsta5	NM_001010921
Mto1	NM_001106841
Eef1a1	NM_175838
Slc17a5	NM_001009713
LOC367117	NM_001047919
LOC100363289	NM_001177825
Cox7a2	NM_022503
Tmem30a	NM_001004248
Filip1	NM_145682
Senp6	NM_001106842
Impg1	NM_023958
Htr1b	NM_022225
Mei4	NM_001109378
Irak1bp1	NM_001277283
Hmgn3	NM_001201354
Hmgn3	NM_001201355
Hmgn3	NM_001201353
Hmgn3	NM_001007020
Lca5	NM_001013954
Sh3bgrl2	NM_001137647
Elovl4	NM_001191796
Ttk	NM_001108172
Bckdhb	NM_019267
Fam46a	NM_001106844
Tpbg	NM_031807
Ube3d	NM_001039610
Pgm3	NM_001108772
Rwdd2a	NM_001108773
Me1	NM_012600
Prss35	NM_001008560
Snap91	NM_031728
Cyb5r4	NM_133427
Mrap2	NM_001108774
Cep162	NM_001277060
Tbx18	NM_001108173
Nt5e	NM_021576
Snx14	NM_001108174
Syncrip	NM_001047916
Zfp949	NM_001134531
Trim43a	NM_001142944
Bcl2a1	NM_133416
Mthfs	NM_001009349
Tmed3	NM_001004249
Ankrd34c	NM_001106845
	NR_031902
Rasgrf1	NM_001105753
Rasgrf1	NM_001170531
Ctsh	NM_012939
Morf4l1	NM_001011999
Adamts7	NM_001047101
Tbc1d2b	NM_001108175
Zic1	NM_022677
Zic4	NM_001108176
Plscr5	NM_001191999
Plscr1	NM_057194
Plscr2	NM_001014094
Plscr4	NM_001012000
Plod2	NM_001142915
Plod2	NM_175869
RGD1309079	NM_001134472
Slc9a9	NM_001271438
Paqr9	NM_001271152
LOC501038	NM_001047965
PCOLCE2	NM_001127640
Trpc1	NM_053558
Pls1	NM_001108178
Xrn1	NM_001305240
Tfdp2	NM_001106847
Atp1b3	NM_012913
Rnf7	NM_001106848
Rasa2	NM_001105724
Zbtb38	NM_001012471
Pxylp1	NM_001007710
Spsb4	NM_001106849
Trim42	NM_001013955
Clstn2	NM_134377
Nmnat3	NM_001013224
Rbp1	NM_012733
Rbp2	NM_012640
Copb2	NM_021765
Mrps22	NM_001077530
Faim	NM_080895
Cxadrl1	NM_199406_1
Faim	NM_080895_1
Cxadrl1	NM_199406
Pik3cb	NM_053481
Cep70	NM_001017470
Mras	NM_012981
Armc8	NM_001173354
Dbr1	NM_001109437
Dzip1l	NM_001014095
Cldn18	NM_001014096
Sox14	NM_001106850
Il20rb	NM_001173438
Nck1	NM_001106851
Slc35g2	NM_001012126
Stag1	NM_001108179
Pccb	NM_017030
Ppp2r3a	NM_001012202
Ephb1	NM_001104528
Ky	NM_001108180
	NR_045200
Cep63	NM_001037772
Cep63	NM_001244805
Anapc13	NM_001173983
Amotl2	NM_031717
Ryk	NM_080402
Slco2a1	NM_022667
Rab6b	NM_001108775
Srprb	NM_001013252
Tf	NM_001013110
RGD1310507	NM_001047891
Cdv3	NM_001014097
Bfsp2	NM_001277434
Nphp3	NM_001191882
Uba5	NM_001009669
Acad11	NM_001108181
Acpp	NM_001134901
Acpp	NM_020072
Cpne4	NM_001109003
Mrpl3	NM_001106852
Nudt16	NM_001127554
LOC688828	NM_001109516
	NR_106702
Nek11	NM_001108182
Aste1	NM_001040156
Atp2c1	NM_131907
Pik3r4	NM_001108777
Col6a4	NM_001271182
Glyctk	NM_001109449
	NR_128664
Twf2	NM_001135238
Tlr9	NM_198131
Alas1	NM_024484
Poc1a	NM_001109296
Dusp7	NM_001100547
Rpl29	NM_017150
Acy1	NM_001005383
Abhd14a	NM_001009670
Abhd14b	NM_001007664
Pcbp4	NM_001191883
Parp3	NM_001008328
Rrp9	NM_001108778
Iqcf1	NM_001109361
Iqcf5	NM_001145072
Iqcf3	NM_001025153
Iqcf6	NM_001109362
Grm2	NM_001105711
Tex264	NM_001007665
Rad54l2	NM_001134520
Vprbp	NM_001191798
Manf	NM_001108183
Mapkapk3	NM_001012127
Cish	NM_031804
Hemk1	NM_001106853
RGD1307461	NM_001106854
Cacna2d2	NM_175592
Tmem115	NM_001108779
Cyb561d2	NM_001007753
Nprl2	NM_001025744
Zmynd10	NM_001004284
Rassf1	NM_001037555
Rassf1	NM_001007754
Tusc2	NM_001109297
Hyal2	NM_172040
Hyal1	NM_207616
Nat6	NM_001304776
Hyal3	NM_207599
Ifrd2	NM_001047871
Sema3b	NM_001079942
Gnai2	NM_031035
Slc38a3	NM_145776
Gnat1	NM_001108780
Sema3f	NM_001108185
Rbm5	NM_001100548
Rbm6	NM_001108186
Mon1a	NM_001126284
Mst1r	NM_001106855
Actl11	NM_001024788
Camkv	NM_024000
Traip	NM_001109004
Uba7	NM_001106856
Fam212a	NM_001108187
Ip6k1	NM_053316
Gmppb	NM_001108781
Rnf123	NM_001191580
Amigo3	NM_178144
Mst1	NM_024352
Apeh	NM_012500
Bsn	NM_019146
Dag1	NM_053697
Nicn1	NM_001034999
Amt	NM_001014004
Tcta	NM_001014005
Rhoa	NM_057132
Gpx1	NM_030826
Usp4	NM_001135012
Usp4	NM_001106093
LOC498675	NM_001109113
LOC680045	NM_001109389
Klhdc8b	NM_001007685
Ccdc71	NM_001024904
Lamb2	NM_012974
Usp19	NM_001001516
Qars	NM_001007624
Qrich1	NM_001134532
Impdh2	NM_199099
Ndufaf3	NM_001033971
Ndufaf3	NM_020080
	NR_037333
	NR_031907
	NR_032277
Dalrd3	NM_001014214
Wdr6	NM_001006988
Arih2	NM_001012275
Slc25a20	NM_053965
Prkar2a	NM_019264
Ip6k2	NM_021660
Nckipsd	NM_001106857
Celsr3	NM_031320
Slc26a6	NM_001143817
Tmem89	NM_001163477
Uqcrc1	NM_001004250
Col7a1	NM_001106858
	NR_032771
Ucn2	NM_133385
Pfkfb4	NM_019333
Shisa5	NM_001006989
Trex1	NM_001024989
Atrip	NM_001106859
Tma7	NM_001126048
Ccdc51	NM_001014098
Spink8	NM_001106860
Nme6	NM_001191884
Camp	NM_001100724
Cdc25a	NM_133571
Map4	NM_001024278
Dhx30	NM_001013249
Smarcc1	NM_001106861
Cspg5	NM_019284
Cspg5	NM_133652
Tma7	NM_001126048_1
Elp6	NM_001108782
Scap	NM_001100966
Ptpn23	NM_057204
Ngp	NM_001106862
Kif9	NM_001192000
Setd2	NM_001108189
Nradd	NM_139259
Ccdc12	NM_001108783
Pth1r	NM_020073
Myl3	NM_012606
Prss42	NM_001106863
Prss44	NM_001109298
Arpp19	NM_031660_1
Prss45	NM_001008864
Prss46	NM_001008865
Tmie	NM_001109299
Lrrc2	NM_001012001
Rtp3	NM_001108190
